codigo_articulo,categoria,semana_del_año,ocupacion_albergue,stock_inicio_semana,ingresos_semana,salidas_semana,stock_fin_semana,rolling_avg_salidas_3sem,alerta_7_dias,alerta_14_dias,nombre_producto,presentacion,unidad_medida,categoria_general,es_producto
0348FI,Fideos,39,46,-0.33,0.0,0.01,-0.34,0.0167,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,40,49,-0.34,0.0,0.02,-0.36,0.0167,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,41,47,-0.36,0.0,0.02,-0.38,0.0167,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,42,43,-0.38,0.0,0.01,-0.39,0.0167,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,43,51,-0.39,0.0,0.02,-0.41,0.0167,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,44,54,-0.41,0.0,0.02,-0.43,0.0167,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,45,54,-0.43,0.09,0.02,-0.36,0.02,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,46,55,-0.36,0.0,0.02,-0.38,0.02,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,47,52,-0.38,0.0,0.02,-0.4,0.02,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,48,50,-0.4,0.04,0.02,-0.38,0.02,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,49,50,-0.38,0.05,0.02,-0.35,0.02,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,50,42,-0.35,0.0,0.01,-0.36,0.0167,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,51,46,-0.36,0.0,0.01,-0.37,0.0133,1,1,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0348FI,Fideos,52,56,-0.37,0.0,0.02,-0.39,0.0133,1,0,Fideos cortos 500 gr,500 gr,kg,Cereales y farináceos,True
0395LA,Lacteos,1,56,6.6,0.0,0.97,5.63,0.97,0,0,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,2,55,5.63,0.0,1.21,4.42,1.09,0,0,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,3,49,4.42,0.0,1.03,3.39,1.07,0,0,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,4,57,3.39,0.0,1.16,2.23,1.1333,0,0,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,5,56,2.23,0.0,1.17,1.06,1.12,0,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,6,45,1.06,0.0,0.89,0.17,1.0733,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,7,48,0.17,0.0,1.03,-0.86,1.03,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,8,56,-0.86,0.0,1.2,-2.06,1.04,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,9,46,-2.06,0.0,1.01,-3.07,1.08,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,10,57,-3.07,0.0,1.33,-4.4,1.18,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,11,45,-4.4,0.0,1.12,-5.52,1.1533,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,12,45,-5.52,0.0,1.03,-6.55,1.16,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,13,44,-6.55,0.0,1.11,-7.66,1.0867,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,14,59,-7.66,0.0,1.51,-9.17,1.2167,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,15,50,-9.17,0.0,1.1,-10.27,1.24,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,16,45,-10.27,0.0,0.89,-11.16,1.1667,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,17,44,-11.16,0.0,1.0,-12.16,0.9967,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,18,47,-12.16,0.0,1.06,-13.22,0.9833,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,19,58,-13.22,0.0,1.33,-14.55,1.13,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,20,51,-14.55,0.0,1.3,-15.85,1.23,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,21,46,-15.85,2.1,1.25,-15.0,1.2933,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,22,42,-15.0,0.0,0.83,-15.83,1.1267,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,23,59,-15.83,0.0,1.32,-17.15,1.1333,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,24,56,-17.15,0.0,1.29,-18.44,1.1467,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,25,42,-18.44,0.0,0.83,-19.27,1.1467,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,26,56,-19.27,0.0,1.21,-20.48,1.11,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,27,49,-20.48,0.0,1.0,-21.48,1.0133,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,28,54,-21.48,0.0,1.44,-22.92,1.2167,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,29,44,-22.92,0.0,1.21,-24.13,1.2167,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,30,47,-24.13,0.0,1.08,-25.21,1.2433,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,31,57,-25.21,0.0,1.33,-26.54,1.2067,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,32,55,-26.54,0.0,1.23,-27.77,1.2133,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,33,57,-27.77,0.0,1.32,-29.09,1.2933,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,34,56,-29.09,0.0,1.29,-30.38,1.28,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,35,49,-30.38,0.0,1.18,-31.56,1.2633,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,36,60,-31.56,0.0,1.43,-32.99,1.3,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,37,46,-32.99,0.0,0.99,-33.98,1.2,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,38,40,-33.98,0.0,0.86,-34.84,1.0933,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,39,50,-34.84,4.56,1.06,-31.34,0.97,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,40,52,-31.34,0.0,1.29,-32.63,1.07,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,41,49,-32.63,0.0,1.02,-33.65,1.1233,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,42,41,-33.65,0.0,0.84,-34.49,1.05,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,43,52,-34.49,0.0,1.05,-35.54,0.97,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,44,41,-35.54,0.0,0.98,-36.52,0.9567,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,45,50,-36.52,0.0,1.0,-37.52,1.01,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,46,44,-37.52,0.0,0.9,-38.42,0.96,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,47,51,-38.42,0.0,1.04,-39.46,0.98,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,48,44,-39.46,0.0,0.95,-40.41,0.9633,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,49,50,-40.41,0.0,0.97,-41.38,0.9867,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,50,50,-41.38,0.0,1.02,-42.4,0.98,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,51,58,-42.4,0.0,1.01,-43.41,1.0,1,1,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0395LA,Lacteos,52,46,-43.41,0.0,0.85,-44.26,0.96,1,0,Leche Evaporada 390 gr lata,390 gr,lata,Lácteos,True
0396LA,Lacteos,1,40,2.08,0.0,0.21,1.87,0.21,0,0,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,2,40,1.87,0.0,0.24,1.63,0.225,0,0,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,3,44,1.63,0.0,0.25,1.38,0.2333,0,0,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,4,53,1.38,0.0,0.37,1.01,0.2867,0,0,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,5,44,1.01,0.0,0.32,0.69,0.3133,0,0,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,6,41,0.69,0.0,0.29,0.4,0.3267,0,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,7,44,0.4,0.0,0.25,0.15,0.2867,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,8,44,0.15,0.0,0.25,-0.1,0.2633,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,9,46,-0.1,0.66,0.28,0.28,0.26,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,10,59,0.28,0.0,0.4,-0.12,0.31,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,11,47,-0.12,0.0,0.33,-0.45,0.3367,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,12,57,-0.45,0.0,0.39,-0.84,0.3733,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,13,56,-0.84,0.0,0.38,-1.22,0.3667,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,14,42,-1.22,0.0,0.34,-1.56,0.37,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,15,56,-1.56,0.0,0.35,-1.91,0.3567,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,16,51,-1.91,0.0,0.31,-2.22,0.3333,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,17,56,-2.22,0.0,0.35,-2.57,0.3367,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,18,50,-2.57,0.0,0.29,-2.86,0.3167,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,19,41,-2.86,0.72,0.26,-2.4,0.3,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,20,50,-2.4,0.0,0.29,-2.69,0.28,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,21,52,-2.69,1.34,0.39,-1.74,0.3133,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,22,54,-1.74,0.0,0.33,-2.07,0.3367,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,23,58,-2.07,0.0,0.44,-2.51,0.3867,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,24,42,-2.51,0.0,0.25,-2.76,0.34,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,25,53,-2.76,0.0,0.33,-3.09,0.34,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,26,49,-3.09,0.0,0.32,-3.41,0.3,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,27,46,-3.41,0.0,0.28,-3.69,0.31,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,28,57,-3.69,0.0,0.41,-4.1,0.3367,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,29,48,-4.1,0.0,0.34,-4.44,0.3433,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,30,41,-4.44,0.0,0.27,-4.71,0.34,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,31,42,-4.71,0.0,0.29,-5.0,0.3,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,32,50,-5.0,0.0,0.33,-5.33,0.2967,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,33,59,-5.33,0.0,0.45,-5.78,0.3567,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,34,57,-5.78,0.0,0.38,-6.16,0.3867,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,35,41,-6.16,0.0,0.32,-6.48,0.3833,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,36,45,-6.48,1.41,0.28,-5.35,0.3267,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,37,40,-5.35,0.0,0.3,-5.65,0.3,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,38,59,-5.65,0.0,0.38,-6.03,0.32,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,39,60,-6.03,0.0,0.4,-6.43,0.36,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,40,57,-6.43,0.0,0.37,-6.8,0.3833,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,41,40,-6.8,0.0,0.24,-7.04,0.3367,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,42,55,-7.04,0.0,0.37,-7.41,0.3267,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,43,41,-7.41,0.0,0.28,-7.69,0.2967,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,44,58,-7.69,1.16,0.37,-6.9,0.34,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,45,56,-6.9,1.0,0.35,-6.25,0.3333,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,46,59,-6.25,0.0,0.44,-6.69,0.3867,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,47,49,-6.69,0.0,0.32,-7.01,0.37,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,48,49,-7.01,0.0,0.31,-7.32,0.3567,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,49,58,-7.32,0.0,0.36,-7.68,0.33,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,50,56,-7.68,0.0,0.34,-8.02,0.3367,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,51,46,-8.02,0.83,0.27,-7.46,0.3233,1,1,Leche Ligth 390 lata,lata,lata,Lácteos,True
0396LA,Lacteos,52,40,-7.46,0.0,0.21,-7.67,0.2733,1,0,Leche Ligth 390 lata,lata,lata,Lácteos,True
0415LA,Lacteos,1,43,0.19,0.0,0.02,0.17,0.02,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,2,57,0.17,0.0,0.04,0.13,0.03,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,3,50,0.13,0.08,0.03,0.18,0.03,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,4,55,0.18,0.0,0.04,0.14,0.0367,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,5,40,0.14,0.0,0.03,0.11,0.0333,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,6,56,0.11,0.0,0.04,0.07,0.0367,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,7,47,0.07,0.19,0.03,0.23,0.0333,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,8,57,0.23,0.12,0.04,0.31,0.0367,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,9,43,0.31,0.0,0.03,0.28,0.0333,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,10,41,0.28,0.0,0.03,0.25,0.0333,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,11,58,0.25,0.0,0.05,0.2,0.0367,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,12,49,0.2,0.0,0.04,0.16,0.04,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,13,60,0.16,0.0,0.05,0.11,0.0467,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,14,48,0.11,0.0,0.04,0.07,0.0433,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,15,51,0.07,0.0,0.03,0.04,0.04,0,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,16,48,0.04,0.0,0.04,0.0,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,17,56,0.0,0.0,0.04,-0.04,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,18,41,-0.04,0.0,0.03,-0.07,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,19,53,-0.07,0.0,0.04,-0.11,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,20,43,-0.11,0.17,0.03,0.03,0.0333,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,21,55,0.03,0.0,0.04,-0.01,0.0367,1,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,22,49,-0.01,0.1,0.03,0.06,0.0333,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,23,49,0.06,0.11,0.03,0.14,0.0333,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,24,43,0.14,0.0,0.04,0.1,0.0333,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,25,59,0.1,0.0,0.04,0.06,0.0367,0,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,26,49,0.06,0.0,0.04,0.02,0.04,1,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,27,40,0.02,0.15,0.03,0.14,0.0367,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,28,55,0.14,0.0,0.04,0.1,0.0367,0,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,29,56,0.1,0.0,0.04,0.06,0.0367,0,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,30,56,0.06,0.0,0.05,0.01,0.0433,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,31,49,0.01,0.0,0.04,-0.03,0.0433,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,32,45,-0.03,0.07,0.03,0.01,0.04,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,33,59,0.01,0.0,0.05,-0.04,0.04,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,34,43,-0.04,0.0,0.03,-0.07,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,35,42,-0.07,0.0,0.04,-0.11,0.04,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,36,50,-0.11,0.0,0.04,-0.15,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,37,45,-0.15,0.0,0.03,-0.18,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,38,55,-0.18,0.0,0.04,-0.22,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,39,60,-0.22,0.0,0.04,-0.26,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,40,51,-0.26,0.0,0.04,-0.3,0.04,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,41,53,-0.3,0.0,0.04,-0.34,0.04,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,42,50,-0.34,0.0,0.03,-0.37,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,43,59,-0.37,0.0,0.05,-0.42,0.04,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,44,41,-0.42,0.18,0.03,-0.27,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,45,58,-0.27,0.0,0.04,-0.31,0.04,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,46,45,-0.31,0.09,0.04,-0.26,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,47,55,-0.26,0.0,0.04,-0.3,0.04,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,48,45,-0.3,0.0,0.04,-0.34,0.04,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,49,50,-0.34,0.0,0.03,-0.37,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,50,58,-0.37,0.0,0.04,-0.41,0.0367,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,51,49,-0.41,0.0,0.03,-0.44,0.0333,1,1,Yogurt 1 lt,1 lt,lata,Lácteos,True
0415LA,Lacteos,52,41,-0.44,0.0,0.03,-0.47,0.0333,1,0,Yogurt 1 lt,1 lt,lata,Lácteos,True
0474HU,Huevos,1,52,50.46,0.0,20.09,30.37,20.09,0,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,2,41,30.37,0.0,17.03,13.34,18.56,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,3,48,13.34,0.0,18.14,-4.8,18.42,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,4,44,-4.8,0.0,22.49,-27.29,19.22,1,0,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,5,48,-27.29,88.18,20.62,40.27,20.4167,0,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,6,50,40.27,0.0,25.21,15.06,22.7733,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,7,42,15.06,0.0,19.23,-4.17,21.6867,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,8,56,-4.17,0.0,26.19,-30.36,23.5433,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,9,47,-30.36,69.82,24.38,15.08,23.2667,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,10,58,15.08,0.0,30.19,-15.11,26.92,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,11,47,-15.11,0.0,25.38,-40.49,26.65,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,12,58,-40.49,0.0,31.01,-71.5,28.86,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,13,60,-71.5,47.53,30.29,-54.26,28.8933,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,14,53,-54.26,74.87,28.28,-7.67,29.86,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,15,51,-7.67,0.0,23.93,-31.6,27.5,1,0,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,16,55,-31.6,114.99,23.9,59.49,25.37,0,0,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,17,43,59.49,0.0,21.51,37.98,23.1133,0,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,18,48,37.98,0.0,25.18,12.8,23.53,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,19,45,12.8,0.0,22.71,-9.91,23.1333,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,20,58,-9.91,0.0,24.85,-34.76,24.2467,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,21,52,-34.76,0.0,22.18,-56.94,23.2467,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,22,52,-56.94,0.0,27.41,-84.35,24.8133,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,23,40,-84.35,0.0,18.69,-103.04,22.76,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,24,52,-103.04,0.0,23.32,-126.36,23.14,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,25,54,-126.36,106.66,32.02,-51.72,24.6767,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,26,42,-51.72,0.0,21.34,-73.06,25.56,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,27,59,-73.06,0.0,32.5,-105.56,28.62,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,28,50,-105.56,0.0,25.45,-131.01,26.43,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,29,40,-131.01,0.0,24.05,-155.06,27.3333,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,30,40,-155.06,0.0,21.11,-176.17,23.5367,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,31,54,-176.17,0.0,27.41,-203.58,24.19,1,1,Huevo pardo,,unidad,Avícolas,True
0474HU,Huevos,32,45,-203.58,0.0,25.56,-229.14,24.6933,1,1,Huevo pardo,,unidad,Avícolas,True
