id_ml_costo,id_semana,semana_inicio,anio,mes,semana_iso,id_producto,id_categoria,familias_activas,pacientes_activos,pacientes_alta_criticidad,nuevos_casos,reingresos,ocupacion_albergue,campania_donacion_activa,indice_donaciones_entrantes,temporada_invierno,temporada_navidad,stock_inicio_semana,ingresos_semana,cantidad_necesaria,cantidad_entregada,demanda_no_cubierta,stock_fin_semana,precio_unitario_estimado,rolling_cantidad_4sem,rolling_costo_4sem,rolling_no_cubierta_4sem,rolling_precio_4sem,target_cantidad_siguiente_semana,target_costo_siguiente_semana
3187,87,2025-02-24,2025,2,9,21,4,75,84,14,4,4,0.719,0,0.376,0,0,7,14,16,16,0,5,8.96,17.75,154.7775,0.0,8.74,15.0,127.8
3188,88,2025-03-03,2025,3,10,21,4,80,91,16,2,5,0.82,0,0.542,0,0,5,17,15,15,0,7,8.52,17.0,148.865,0.0,8.7825,18.0,161.1
3189,89,2025-03-10,2025,3,11,21,4,81,95,19,5,8,0.825,0,0.658,0,0,7,18,18,18,0,7,8.95,16.25,141.755,0.0,8.7425,18.0,159.84
3190,90,2025-03-17,2025,3,12,21,4,81,99,22,5,7,0.767,0,0.937,0,0,7,26,18,18,0,15,8.88,15.75,139.53,0.0,8.855,19.0,169.67
3191,91,2025-03-24,2025,3,13,21,4,79,84,17,5,6,0.746,1,0.851,0,0,15,19,19,19,0,15,8.93,16.75,148.025,0.0,8.8275,19.0,166.63
3192,92,2025-03-31,2025,3,14,21,4,80,97,16,2,7,0.808,0,0.701,0,0,15,15,19,19,0,11,8.77,17.5,154.6025,0.0,8.82,20.0,174.6
3193,93,2025-04-07,2025,4,15,21,4,76,96,22,2,6,0.775,0,0.469,0,0,11,17,20,20,0,8,8.73,18.5,164.31,0.0,8.8825,19.0,166.82
3194,94,2025-04-14,2025,4,16,21,4,79,88,14,2,10,0.696,0,0.729,0,0,8,24,19,19,0,13,8.78,19.0,167.685,0.0,8.8275,17.0,148.75
3195,95,2025-04-21,2025,4,17,21,4,72,87,20,2,6,0.761,0,0.74,0,0,13,14,17,17,0,10,8.75,19.25,169.42999999999998,0.0,8.802499999999998,18.0,153.18
3196,96,2025-04-28,2025,4,18,21,4,77,88,18,2,9,0.716,0,0.81,0,0,10,0,18,10,8,0,8.51,18.75,164.2,0.0,8.7575,20.0,176.6
3197,97,2025-05-05,2025,5,19,21,4,76,88,21,4,7,0.769,0,0.825,1,0,0,35,20,20,0,15,8.83,18.5,160.8375,2.0,8.6925,18.0,160.74
3198,98,2025-05-12,2025,5,20,21,4,77,90,16,1,8,0.741,0,0.678,1,0,15,0,18,15,3,0,8.93,18.5,161.33749999999998,2.0,8.7175,20.0,172.4
3199,99,2025-05-19,2025,5,21,21,4,83,104,20,5,3,0.8,0,0.752,1,0,0,0,20,0,20,0,8.62,18.25,159.8175,2.75,8.754999999999999,19.0,169.67
3200,100,2025-05-26,2025,5,22,21,4,82,102,23,3,9,0.831,1,0.906,1,0,0,38,19,19,0,19,8.93,19.0,165.73000000000002,7.75,8.7225,21.0,187.53
3201,101,2025-06-02,2025,6,23,21,4,85,108,16,3,1,0.839,0,0.492,1,0,19,9,21,21,0,7,8.93,19.25,169.8525,5.75,8.8275,17.0,157.59
3202,102,2025-06-09,2025,6,24,21,4,87,93,13,1,12,0.865,1,0.804,1,0,7,19,17,17,0,9,9.27,19.5,172.585,5.75,8.8525,18.0,163.08
3203,103,2025-06-16,2025,6,25,21,4,79,86,17,2,9,0.842,0,0.589,1,0,9,21,18,18,0,12,9.06,19.25,171.7975,5.0,8.9375,24.0,218.4
3204,104,2025-06-23,2025,6,26,21,4,83,101,17,6,7,0.849,1,0.674,1,0,12,28,24,24,0,16,9.1,18.75,169.4675,0.0,9.0475,22.0,201.96
3205,105,2025-06-30,2025,6,27,21,4,85,94,16,2,3,0.821,0,0.641,1,0,16,16,22,22,0,10,9.18,20.0,181.65,0.0,9.09,22.0,195.36
3206,106,2025-07-07,2025,7,28,21,4,77,93,21,2,6,0.765,0,0.703,1,0,10,26,22,22,0,14,8.88,20.25,185.25750000000002,0.0,9.1525,22.0,201.08
3207,107,2025-07-14,2025,7,29,21,4,91,106,13,6,7,0.863,0,0.687,1,0,14,19,22,22,0,11,9.14,21.5,194.70000000000002,0.0,9.055,24.0,223.2
3208,108,2025-07-21,2025,7,30,21,4,93,119,15,4,9,0.815,0,0.746,1,0,11,29,24,24,0,16,9.3,22.5,204.2,0.0,9.075,21.0,191.31
3209,109,2025-07-28,2025,7,31,21,4,83,106,19,3,6,0.778,1,0.86,1,0,16,14,21,21,0,9,9.11,22.5,205.4,0.0,9.125,20.0,186.4
3210,110,2025-08-04,2025,8,32,21,4,81,95,12,2,8,0.806,1,0.818,1,0,9,23,20,20,0,12,9.32,22.25,202.7375,0.0,9.1075,23.0,204.47
3211,111,2025-08-11,2025,8,33,21,4,90,97,18,8,12,0.864,0,0.84,1,0,12,0,23,12,11,0,8.89,21.75,200.4975,0.0,9.217500000000001,23.0,201.94
3212,112,2025-08-18,2025,8,34,21,4,89,101,14,5,8,0.89,0,0.637,1,0,0,30,23,23,0,7,8.78,22.0,201.34500000000003,2.75,9.155000000000001,20.0,180.6
3213,113,2025-08-25,2025,8,35,21,4,88,108,24,3,8,0.822,0,0.695,1,0,7,0,20,7,13,0,9.03,21.75,196.03,2.75,9.025,20.0,177.6
3214,114,2025-09-01,2025,9,36,21,4,88,101,16,6,7,0.886,1,0.985,1,0,0,32,20,20,0,12,8.88,21.5,193.3525,6.0,9.004999999999999,23.0,208.38
3215,115,2025-09-08,2025,9,37,21,4,92,118,24,6,9,0.872,1,0.781,1,0,12,21,23,23,0,10,9.06,21.5,191.15249999999997,6.0,8.895,20.0,179.2
3216,116,2025-09-15,2025,9,38,21,4,82,93,13,3,9,0.841,1,0.925,1,0,10,19,20,20,0,9,8.96,21.5,192.13,3.25,8.9375,22.0,202.84
3217,117,2025-09-22,2025,9,39,21,4,94,102,21,3,8,0.948,0,0.871,1,0,9,27,22,22,0,14,9.22,20.75,186.445,3.25,8.9825,21.0,188.37
3218,118,2025-09-29,2025,9,40,21,4,86,106,18,4,4,0.828,0,0.443,1,0,14,17,21,21,0,10,8.97,21.25,192.005,0.0,9.030000000000001,18.0,159.3
3219,119,2025-10-06,2025,10,41,21,4,92,103,24,3,6,0.934,0,0.431,0,0,10,14,18,18,0,6,8.85,21.5,194.69750000000002,0.0,9.0525,23.0,209.3
3220,120,2025-10-13,2025,10,42,21,4,90,109,14,8,5,0.888,0,0.823,0,0,6,35,23,23,0,18,9.1,20.25,182.4275,0.0,9.0,17.0,147.9
3221,121,2025-10-20,2025,10,43,21,4,81,90,16,3,8,0.776,0,0.738,0,0,18,14,17,17,0,15,8.7,21.0,189.95250000000001,0.0,9.035,23.0,210.45
3222,122,2025-10-27,2025,10,44,21,4,91,104,24,6,8,0.898,0,0.492,0,0,15,0,23,15,8,0,9.15,19.75,176.2175,0.0,8.905000000000001,24.0,227.76
3223,123,2025-11-03,2025,11,45,21,4,94,116,24,5,3,0.913,1,0.928,0,1,0,48,24,24,0,24,9.49,20.25,181.7375,2.0,8.95,26.0,243.62
3224,124,2025-11-10,2025,11,46,21,4,92,117,21,2,5,0.917,1,0.7,0,1,24,15,26,26,0,13,9.37,21.75,198.85250000000002,2.0,9.11,23.0,203.78
3225,125,2025-11-17,2025,11,47,21,4,85,92,14,3,9,0.826,0,0.544,0,1,13,22,23,23,0,12,8.86,22.5,207.4325,2.0,9.1775,22.0,210.76
3226,126,2025-11-24,2025,11,48,21,4,89,111,22,3,4,0.943,0,0.526,0,1,12,24,22,22,0,14,9.58,24.0,221.4025,2.0,9.2175,23.0,217.12
3227,127,2025-12-01,2025,12,49,21,4,91,96,12,3,4,0.92,1,1.119,0,1,14,0,23,14,9,0,9.44,23.75,221.48000000000002,0.0,9.325,24.0,211.92
3228,128,2025-12-08,2025,12,50,21,4,89,98,23,0,8,0.892,0,0.474,0,1,0,31,24,24,0,7,8.83,23.5,218.82000000000002,2.25,9.3125,21.0,185.64
3229,129,2025-12-15,2025,12,51,21,4,87,96,13,5,6,0.864,0,0.731,0,1,7,27,21,21,0,13,8.84,23.0,210.895,2.25,9.1775,20.0,187.2
3230,130,2025-12-22,2025,12,52,21,4,94,111,14,5,8,0.943,1,0.974,0,1,13,27,20,20,0,20,9.36,22.5,206.35999999999999,2.25,9.1725,23.0,210.22
3231,131,2025-12-29,2025,12,1,21,4,93,113,19,7,7,0.918,0,0.615,0,1,20,13,23,23,0,10,9.14,22.0,200.46999999999997,2.25,9.1175,28.0,250.88
3232,132,2026-01-05,2026,1,2,21,4,94,115,25,5,5,0.946,1,0.681,0,0,10,42,28,28,0,24,8.96,22.0,198.74499999999998,0.0,9.0425,17.0,157.08
3233,133,2026-01-12,2026,1,3,21,4,84,106,21,3,7,0.878,1,0.932,0,0,24,0,17,17,0,7,9.24,23.0,208.48499999999999,0.0,9.075,21.0,193.41
3234,134,2026-01-19,2026,1,4,21,4,91,106,19,5,5,0.902,0,0.651,0,0,7,22,21,21,0,8,9.21,22.0,201.345,0.0,9.175,18.0,163.8
3235,135,2026-01-26,2026,1,5,21,4,91,96,21,6,6,0.902,1,0.819,0,0,8,0,18,8,10,0,9.1,22.25,202.8975,0.0,9.137500000000001,20.0,183.6
3236,136,2026-02-02,2026,2,6,21,4,89,113,18,3,3,0.931,0,0.67,0,0,0,34,20,20,0,14,9.18,21.0,191.29250000000002,2.5,9.127500000000001,24.0,217.2
3237,137,2026-02-09,2026,2,7,21,4,100,120,23,2,6,1.0,0,0.714,0,0,14,19,24,24,0,9,9.05,19.0,174.47250000000003,2.5,9.182500000000001,22.0,208.34
3238,138,2026-02-16,2026,2,8,21,4,90,96,19,5,6,0.835,0,0.577,0,0,9,0,22,9,13,0,9.47,20.75,189.5025,2.5,9.135,26.0,234.0
3239,139,2026-02-23,2026,2,9,21,4,97,110,25,2,8,1.0,0,0.714,0,0,0,44,26,26,0,18,9.0,21.0,193.235,5.75,9.2,21.0,183.96
3240,140,2026-03-02,2026,3,10,21,4,96,102,16,5,9,0.975,0,0.677,0,0,18,15,21,21,0,12,8.76,23.0,210.785,3.25,9.175,25.0,215.5
3241,141,2026-03-09,2026,3,11,21,4,99,125,29,6,7,1.0,0,0.763,0,0,12,0,25,12,13,0,8.62,23.25,210.875,3.25,9.07,23.0,207.0
3242,142,2026-03-16,2026,3,12,21,4,91,99,22,10,7,0.917,0,0.342,0,0,0,0,23,0,23,0,9.0,23.5,210.45,6.5,8.9625,20.0,180.0
3243,143,2026-03-23,2026,3,13,21,4,94,101,20,1,2,0.959,0,0.716,0,0,0,27,20,20,0,7,9.0,23.75,210.115,9.0,8.845,23.0,212.52
3244,144,2026-03-30,2026,3,14,21,4,101,121,15,3,7,1.0,0,0.797,0,0,7,0,23,7,16,0,9.24,22.25,196.615,9.0,8.845,27.0,249.21
3245,145,2026-04-06,2026,4,15,21,4,99,105,22,5,10,0.977,0,0.383,0,0,0,29,27,27,0,2,9.23,22.75,203.755,13.0,8.965,22.0,206.14
3246,146,2026-04-13,2026,4,16,21,4,99,128,22,6,9,0.939,0,0.741,0,0,2,25,22,22,0,5,9.37,23.25,212.1825,9.75,9.1175,29.0,272.02
3247,147,2026-04-20,2026,4,17,21,4,100,114,19,4,6,0.998,0,0.543,0,0,5,28,29,29,0,4,9.38,23.0,211.96749999999997,4.0,9.21,23.0,208.38
3248,148,2026-04-27,2026,4,18,21,4,102,110,22,4,9,1.0,1,1.046,0,0,4,30,23,23,0,11,9.06,25.25,234.97249999999997,4.0,9.305,23.0,216.66
3249,149,2026-05-04,2026,5,19,21,4,94,108,24,3,12,0.912,1,0.94,1,0,11,28,23,23,0,16,9.42,25.25,233.9375,0.0,9.26,27.0,249.75
3250,150,2026-05-11,2026,5,20,21,4,98,112,26,7,6,0.97,0,0.515,1,0,16,15,27,27,0,4,9.25,24.25,225.79999999999998,0.0,9.307500000000001,25.0,227.5
3251,151,2026-05-18,2026,5,21,21,4,100,107,22,4,4,0.953,1,0.809,1,0,4,38,25,25,0,17,9.1,25.5,236.7025,0.0,9.2775,19.0,176.7
3252,152,2026-05-25,2026,5,22,21,4,93,100,18,5,11,0.925,0,0.706,1,0,17,14,19,19,0,12,9.3,24.5,225.5725,0.0,9.2075,26.0,234.78
3253,153,2026-06-01,2026,6,23,21,4,103,123,29,3,6,1.0,1,0.836,1,0,12,33,26,26,0,19,9.03,23.5,217.6525,0.0,9.2675,24.0,220.32
3254,154,2026-06-08,2026,6,24,21,4,101,127,26,4,7,1.0,0,0.666,1,0,19,20,24,24,0,15,9.18,24.25,222.1825,0.0,9.17,30.0,286.2
3255,155,2026-06-15,2026,6,25,21,4,103,118,27,3,6,1.0,0,0.507,1,0,15,25,30,30,0,10,9.54,23.5,214.825,0.0,9.1525,22.0,205.92
3256,1,2023-07-03,2023,7,27,22,4,51,58,9,5,5,0.476,1,0.919,1,0,19,7,10,10,0,16,24.29,10.0,242.9,0.0,24.29,15.0,384.0
3257,2,2023-07-10,2023,7,28,22,4,56,63,11,1,8,0.574,0,0.661,1,0,16,6,15,15,0,7,25.6,10.0,242.9,0.0,24.29,12.0,299.4
3258,3,2023-07-17,2023,7,29,22,4,53,69,11,2,7,0.527,0,0.759,1,0,7,0,12,7,5,0,24.95,12.5,313.45,0.0,24.945,11.0,285.23
3259,4,2023-07-24,2023,7,30,22,4,54,65,14,5,7,0.532,0,0.615,1,0,0,0,11,0,11,0,25.93,12.333333333333334,308.76666666666665,1.6666666666666667,24.94666666666667,12.0,300.12
3260,5,2023-07-31,2023,7,31,22,4,50,57,12,3,6,0.547,1,0.989,1,0,0,23,12,12,0,11,25.01,12.0,302.8825,4.0,25.1925,11.0,274.01
3261,6,2023-08-07,2023,8,32,22,4,49,57,12,4,6,0.516,0,0.487,1,0,11,6,11,11,0,6,24.91,12.5,317.1875,4.0,25.3725,13.0,329.81
3262,7,2023-08-14,2023,8,33,22,4,54,62,13,4,8,0.528,0,0.565,1,0,6,11,13,13,0,4,25.37,11.5,289.69,4.0,25.2,11.0,274.01
3263,8,2023-08-21,2023,8,34,22,4,48,62,14,1,2,0.434,0,0.826,1,0,4,15,11,11,0,8,24.91,11.75,297.2925,2.75,25.305,9.0,242.82
3264,9,2023-08-28,2023,8,35,22,4,45,48,7,4,2,0.403,0,0.499,1,0,8,6,9,9,0,5,26.98,11.75,294.4875,0.0,25.05,13.0,317.2
3265,10,2023-09-04,2023,9,36,22,4,58,65,10,4,5,0.519,1,0.643,1,0,5,11,13,13,0,3,24.4,11.0,280.1625,0.0,25.5425,11.0,269.5
3266,11,2023-09-11,2023,9,37,22,4,54,58,11,3,5,0.532,0,0.757,1,0,3,0,11,3,8,0,24.5,11.5,290.96,0.0,25.415,13.0,312.0
3267,12,2023-09-18,2023,9,38,22,4,60,75,13,2,6,0.626,0,0.6,1,0,0,21,13,13,0,8,24.0,11.0,275.8825,2.0,25.197499999999998,13.0,326.43
3268,13,2023-09-25,2023,9,39,22,4,56,63,8,1,11,0.547,0,0.532,1,0,8,10,13,13,0,5,25.11,11.5,285.38,2.0,24.97,10.0,248.1
3269,14,2023-10-02,2023,10,40,22,4,53,61,13,2,10,0.523,0,0.622,0,0,5,9,10,10,0,4,24.81,12.5,306.2825,2.0,24.502499999999998,11.0,273.57
3270,15,2023-10-09,2023,10,41,22,4,58,68,9,5,10,0.583,0,0.557,0,0,4,12,11,11,0,5,24.87,11.75,289.0075,2.0,24.604999999999997,9.0,221.49
3271,16,2023-10-16,2023,10,42,22,4,52,59,12,5,10,0.541,0,0.597,0,0,5,10,9,9,0,6,24.61,11.75,290.025,0.0,24.697499999999998,10.0,248.6
3272,17,2023-10-23,2023,10,43,22,4,52,58,11,2,5,0.501,0,0.657,0,0,6,0,10,6,4,0,24.86,10.75,267.3975,0.0,24.849999999999998,9.0,224.73
3273,18,2023-10-30,2023,10,44,22,4,50,55,12,1,9,0.443,0,0.56,0,0,0,14,9,9,0,5,24.97,10.0,247.94,1.0,24.787499999999998,10.0,263.2
3274,19,2023-11-06,2023,11,45,22,4,59,62,11,2,2,0.632,1,0.829,0,1,5,14,10,10,0,9,26.32,9.75,242.09749999999997,1.0,24.8275,14.0,350.14
3275,20,2023-11-13,2023,11,46,22,4,60,63,10,4,5,0.561,1,0.757,0,1,9,12,14,14,0,7,25.01,9.5,239.505,1.0,25.189999999999998,10.0,255.7
3276,21,2023-11-20,2023,11,47,22,4,58,63,14,2,5,0.542,0,0.521,0,1,7,6,10,10,0,3,25.57,10.75,271.6675,1.0,25.29,12.0,310.08
3277,22,2023-11-27,2023,11,48,22,4,60,76,10,1,10,0.614,1,0.894,0,1,3,16,12,12,0,7,25.84,10.75,273.4425,0.0,25.4675,12.0,306.96
3278,23,2023-12-04,2023,12,49,22,4,49,58,8,1,7,0.47,1,0.898,0,1,7,9,12,12,0,4,25.58,11.5,294.78,0.0,25.685000000000002,11.0,274.56
3279,24,2023-12-11,2023,12,50,22,4,59,63,11,1,10,0.641,1,1.076,0,1,4,18,11,11,0,11,24.96,12.0,305.71999999999997,0.0,25.5,12.0,300.0
3280,25,2023-12-18,2023,12,51,22,4,56,72,15,3,7,0.571,0,0.833,0,1,11,9,12,12,0,8,25.0,11.25,286.825,0.0,25.4875,11.0,274.56
3281,26,2023-12-25,2023,12,52,22,4,61,73,10,4,5,0.619,0,0.708,0,1,8,10,11,11,0,7,24.96,11.75,297.9,0.0,25.345,13.0,322.01
3282,27,2024-01-01,2024,1,1,22,4,56,59,12,5,4,0.543,1,0.793,0,0,7,0,13,7,6,0,24.77,11.5,289.02,0.0,25.125,10.0,255.6
3283,28,2024-01-08,2024,1,2,22,4,58,61,7,1,8,0.554,1,0.845,0,0,0,12,10,10,0,2,25.56,11.75,292.78249999999997,1.5,24.922500000000003,12.0,293.28
3284,29,2024-01-15,2024,1,3,22,4,57,66,12,0,5,0.602,1,0.76,0,0,2,17,12,12,0,7,24.44,11.5,288.0425,1.5,25.072499999999998,11.0,282.92
3285,30,2024-01-22,2024,1,4,22,4,63,72,16,3,6,0.574,0,0.688,0,0,7,10,11,11,0,6,25.72,11.5,286.36249999999995,1.5,24.9325,14.0,353.22
3286,31,2024-01-29,2024,1,5,22,4,64,77,13,1,10,0.613,0,0.623,0,0,6,13,14,14,0,5,25.23,11.5,288.4525,1.5,25.122500000000002,9.0,232.74
3287,32,2024-02-05,2024,2,6,22,4,48,55,11,3,3,0.518,0,0.866,0,0,5,8,9,9,0,4,25.86,11.75,296.255,0.0,25.237499999999997,12.0,295.92
3288,33,2024-02-12,2024,2,7,22,4,69,82,16,4,8,0.693,0,0.86,0,0,4,15,12,12,0,7,24.66,11.5,290.54,0.0,25.3125,14.0,359.24
3289,34,2024-02-19,2024,2,8,22,4,60,72,17,7,7,0.586,0,0.565,0,0,7,14,14,14,0,7,25.66,11.5,291.20000000000005,0.0,25.3675,10.0,243.3
3290,35,2024-02-26,2024,2,9,22,4,57,69,10,3,3,0.534,0,0.44,0,0,7,7,10,10,0,4,24.33,12.25,310.28,0.0,25.3525,10.0,251.9
3291,36,2024-03-04,2024,3,10,22,4,52,63,9,4,5,0.527,0,0.824,0,0,4,11,10,10,0,5,25.19,11.25,282.8,0.0,25.1275,12.0,309.36
3292,37,2024-03-11,2024,3,11,22,4,58,62,15,0,8,0.567,0,0.76,0,0,5,12,12,12,0,5,25.78,11.5,287.59,0.0,24.96,12.0,299.88
3293,38,2024-03-18,2024,3,12,22,4,59,74,17,3,8,0.6,0,0.63,0,0,5,8,12,12,0,1,24.99,11.5,290.95000000000005,0.0,25.24,15.0,384.75
3294,39,2024-03-25,2024,3,13,22,4,66,84,18,4,8,0.735,0,0.68,0,0,1,20,15,15,0,6,25.65,11.0,276.11,0.0,25.072499999999998,13.0,326.3
3295,40,2024-04-01,2024,4,14,22,4,61,76,18,4,7,0.568,0,0.573,0,0,6,13,13,13,0,6,25.1,12.25,311.4725,0.0,25.4025,11.0,284.13
3296,41,2024-04-08,2024,4,15,22,4,59,68,13,5,3,0.533,1,0.823,0,0,6,13,11,11,0,8,25.83,13.0,330.0725,0.0,25.380000000000003,13.0,329.68
3297,42,2024-04-15,2024,4,16,22,4,63,74,15,1,10,0.67,0,0.502,0,0,8,13,13,13,0,8,25.36,12.75,323.765,0.0,25.3925,11.0,274.89
3298,43,2024-04-22,2024,4,17,22,4,60,67,12,9,9,0.523,0,0.85,0,0,8,14,11,11,0,11,24.99,13.0,331.21500000000003,0.0,25.485,9.0,226.35
3299,44,2024-04-29,2024,4,18,22,4,61,70,9,4,7,0.606,1,0.747,0,0,11,4,9,9,0,6,25.15,12.0,303.75,0.0,25.32,15.0,390.0
3300,45,2024-05-06,2024,5,19,22,4,68,80,13,3,3,0.73,0,0.433,1,0,6,11,15,15,0,2,26.0,11.0,278.7625,0.0,25.3325,14.0,346.36
3301,46,2024-05-13,2024,5,20,22,4,69,89,12,7,8,0.657,0,0.782,1,0,2,27,14,14,0,15,24.74,12.0,305.23,0.0,25.375,11.0,276.1
3302,47,2024-05-20,2024,5,21,22,4,67,83,11,0,5,0.65,1,0.784,1,0,15,9,11,11,0,13,25.1,12.25,309.4,0.0,25.22,15.0,381.15
3303,48,2024-05-27,2024,5,22,22,4,62,68,13,7,6,0.632,1,0.85,1,0,13,14,15,15,0,12,25.41,12.25,309.7025,0.0,25.2475,11.0,277.42
3304,49,2024-06-03,2024,6,23,22,4,64,69,11,9,6,0.669,0,0.609,1,0,12,5,11,11,0,6,25.22,13.75,348.40250000000003,0.0,25.3125,16.0,424.48
3305,50,2024-06-10,2024,6,24,22,4,67,74,9,1,8,0.605,1,0.784,1,0,6,19,16,16,0,9,26.53,12.75,320.2575,0.0,25.1175,13.0,346.06
3306,51,2024-06-17,2024,6,25,22,4,69,83,13,2,6,0.723,0,0.637,1,0,9,13,13,13,0,9,26.62,13.25,339.7875,0.0,25.564999999999998,14.0,363.02
3307,52,2024-06-24,2024,6,26,22,4,69,84,18,4,8,0.678,0,0.651,1,0,9,17,14,14,0,12,25.93,13.75,357.27750000000003,0.0,25.945,13.0,333.19
3308,53,2024-07-01,2024,7,27,22,4,65,76,16,3,4,0.696,0,0.412,1,0,12,5,13,13,0,4,25.63,13.5,352.745,0.0,26.075000000000003,15.0,406.05
3309,54,2024-07-08,2024,7,28,22,4,67,76,13,4,7,0.646,1,0.759,1,0,4,19,15,15,0,8,27.07,14.0,366.6875,0.0,26.177500000000002,17.0,445.57
3310,55,2024-07-15,2024,7,29,22,4,68,84,19,6,7,0.674,1,0.681,1,0,8,20,17,17,0,11,26.21,13.75,362.08,0.0,26.3125,13.0,351.91
3311,56,2024-07-22,2024,7,30,22,4,70,89,12,4,7,0.637,0,0.772,1,0,11,8,13,13,0,6,27.07,14.75,386.9575,0.0,26.21,13.0,334.75
3312,57,2024-07-29,2024,7,31,22,4,71,84,19,6,2,0.717,1,0.781,1,0,6,0,13,6,7,0,25.75,14.5,384.18,0.0,26.494999999999997,12.0,311.64
3313,58,2024-08-05,2024,8,32,22,4,76,81,14,0,4,0.768,0,0.471,1,0,0,16,12,12,0,4,25.97,14.5,384.57,1.75,26.525,18.0,475.92
3314,59,2024-08-12,2024,8,33,22,4,68,75,15,2,7,0.687,0,0.687,1,0,4,0,18,4,14,0,26.44,13.75,360.9675,1.75,26.25,15.0,395.85
3315,60,2024-08-19,2024,8,34,22,4,66,79,13,5,2,0.664,0,0.497,1,0,0,23,15,15,0,8,26.39,14.0,368.555,5.25,26.307499999999997,15.0,395.1
3316,61,2024-08-26,2024,8,35,22,4,65,81,19,3,7,0.64,0,0.676,1,0,8,14,15,15,0,7,26.34,14.5,379.54,5.25,26.137500000000003,12.0,315.36
3317,62,2024-09-02,2024,9,36,22,4,65,77,10,7,8,0.664,0,0.543,1,0,7,12,12,12,0,7,26.28,15.0,394.6275,3.5,26.285,15.0,388.2
3318,63,2024-09-09,2024,9,37,22,4,69,81,13,3,8,0.686,0,0.732,1,0,7,0,15,7,8,0,25.88,15.0,395.5575,3.5,26.3625,14.0,363.44
3319,64,2024-09-16,2024,9,38,22,4,68,80,15,2,3,0.658,1,0.739,1,0,0,24,14,14,0,10,25.96,14.25,373.62750000000005,2.0,26.222499999999997,14.0,363.16
3320,65,2024-09-23,2024,9,39,22,4,74,91,16,2,5,0.725,0,0.694,1,0,10,0,14,10,4,0,25.94,14.0,365.525,2.0,26.115000000000002,15.0,390.15
3321,66,2024-09-30,2024,9,40,22,4,73,91,13,1,8,0.841,0,0.606,1,0,0,23,15,15,0,8,26.01,13.75,357.54,3.0,26.015,16.0,431.2
3322,67,2024-10-07,2024,10,41,22,4,73,81,13,4,7,0.761,0,0.604,0,0,8,11,16,16,0,3,26.95,14.5,376.23749999999995,3.0,25.9475,15.0,376.2
3323,68,2024-10-14,2024,10,42,22,4,74,84,16,3,4,0.684,0,0.891,0,0,3,27,15,15,0,15,25.08,14.75,386.9875,1.0,26.215,14.0,359.94
3324,69,2024-10-21,2024,10,43,22,4,76,93,16,1,4,0.775,0,0.837,0,0,15,0,14,14,0,1,25.71,15.0,390.1775,1.0,25.995,16.0,417.92
3325,70,2024-10-28,2024,10,44,22,4,70,85,18,1,6,0.76,1,0.995,0,0,1,19,16,16,0,4,26.12,15.0,389.3725,0.0,25.9375,17.0,435.54
3326,71,2024-11-04,2024,11,45,22,4,77,92,21,6,3,0.749,1,0.929,0,1,4,25,17,17,0,12,25.62,15.25,396.31500000000005,0.0,25.965,19.0,510.53
3327,72,2024-11-11,2024,11,46,22,4,85,98,19,2,7,0.852,0,0.542,0,1,12,14,19,19,0,7,26.87,15.5,397.40000000000003,0.0,25.6325,13.0,349.31
3328,73,2024-11-18,2024,11,47,22,4,74,81,19,2,8,0.767,1,1.012,0,1,7,15,13,13,0,9,26.87,16.5,430.9825,0.0,26.08,13.0,364.65
3329,74,2024-11-25,2024,11,48,22,4,76,84,15,4,7,0.676,0,0.51,0,1,9,0,13,9,4,0,28.05,16.25,428.325,0.0,26.37,16.0,412.16
3330,75,2024-12-02,2024,12,49,22,4,70,80,12,3,10,0.683,0,0.627,0,1,0,18,16,16,0,2,25.76,15.5,415.00750000000005,1.0,26.8525,12.0,320.28
3331,76,2024-12-09,2024,12,50,22,4,74,88,16,5,9,0.77,0,0.517,0,1,2,11,12,12,0,1,26.69,15.25,409.16249999999997,1.0,26.8875,15.0,400.95
3332,77,2024-12-16,2024,12,51,22,4,79,89,12,2,8,0.775,0,0.492,0,1,1,17,15,15,0,3,26.73,13.5,361.59999999999997,1.0,26.8425,18.0,487.26
3333,78,2024-12-23,2024,12,52,22,4,82,95,18,3,6,0.847,1,0.834,0,1,3,30,18,18,0,15,27.07,14.0,374.51,1.0,26.8075,12.0,316.08
3334,79,2024-12-30,2024,12,1,22,4,68,77,10,5,9,0.723,0,0.521,0,1,15,0,12,12,0,3,26.34,15.25,405.16249999999997,0.0,26.562500000000004,15.0,384.6
3335,80,2025-01-06,2025,1,2,22,4,78,96,15,3,5,0.816,0,0.619,0,0,3,20,15,15,0,8,25.64,14.25,381.1425,0.0,26.707500000000003,20.0,524.2
3336,81,2025-01-13,2025,1,3,22,4,83,107,22,3,6,0.775,0,0.872,0,0,8,27,20,20,0,15,26.21,15.0,397.2225,0.0,26.445,18.0,462.6
3337,82,2025-01-20,2025,1,4,22,4,82,92,19,6,10,0.822,0,0.541,0,0,15,15,18,18,0,12,25.7,16.25,428.035,0.0,26.315,13.0,353.47
3338,83,2025-01-27,2025,1,5,22,4,72,81,14,7,7,0.708,0,0.527,0,0,12,9,13,13,0,8,27.19,16.25,421.87,0.0,25.9725,12.0,305.04
